t_ms,step,beam,score,sum_logprob,logprobs_where,prefix_source,prefix_len,prefix_tail_ids,prefix,lock_remaining_len
1787448846930,354,0,-7.263548374176025,-7.263548374176025,args:1,args[0],199,"[50258, 50266, 50360, 50365, 16, 11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、",0
1787448846930,354,1,-7.44585657119751,-7.44585657119751,args:1,args[0],199,"[50258, 50266, 50360, 50365, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 16]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1",0
1787448846930,354,2,-7.526982307434082,-7.526982307434082,args:1,args[0],199,"[50258, 50266, 50360, 50365, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 17]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります2",0
1787448846951,355,0,-7.49346399307251,-7.49346399307251,args:1,args[0],200,"[50266, 50360, 50365, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 16, 11]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,",0
1787448846951,355,1,-7.731245994567871,-7.731245994567871,args:1,args[0],200,"[50266, 50360, 50365, 16, 11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3",0
1787448846951,355,2,-7.926111698150635,-7.926111698150635,args:1,args[0],200,"[50266, 50360, 50365, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 17, 11]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります2,",0
1787448846974,356,0,-8.168984413146973,-8.168984413146973,args:1,args[0],201,"[50360, 50365, 16, 11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、",0
1787448846974,356,1,-8.22819709777832,-8.22819709777832,args:1,args[0],201,"[50360, 50365, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 17, 11, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります2,3",0
1787448846974,356,2,-8.40007209777832,-8.40007209777832,args:1,args[0],201,"[50360, 50365, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 16, 11, 17]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2",0
1787448846995,357,0,-8.26528549194336,-8.26528549194336,args:1,args[0],202,"[50365, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 16, 11, 17, 11]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2,",0
1787448846995,357,1,-8.28276252746582,-8.28276252746582,args:1,args[0],202,"[50365, 16, 11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3",0
1787448846995,357,2,-8.428343772888184,-8.428343772888184,args:1,args[0],202,"[50365, 16, 11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、4",0
1787448847017,358,0,-8.93532657623291,-8.93532657623291,args:1,args[0],203,"[16, 11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、",0
1787448847017,358,1,-9.007689476013184,-9.007689476013184,args:1,args[0],203,"[16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 16, 11, 17, 11, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2,3",0
1787448847017,358,2,-9.163939476013184,-9.163939476013184,args:1,args[0],203,"[16, 11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、4、",0
1787448847040,359,0,-8.974913597106934,-8.974913597106934,args:1,args[0],204,"[11, 17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 16, 11, 17, 11, 18, 2474]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2,3で",0
1787448847040,359,1,-9.036585807800293,-9.036585807800293,args:1,args[0],204,"[11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3",0
1787448847040,359,2,-9.186968803405762,-9.186968803405762,args:1,args[0],204,"[11, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、4",0
1787448847062,360,0,-8.978266716003418,-8.978266716003418,args:1,args[0],205,"[17, 11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 16, 11, 17, 11, 18, 2474, 40931]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2,3で変",0
1787448847062,360,1,-9.778295516967773,-9.778295516967773,args:1,args[0],205,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、",0
1787448847062,360,2,-9.926733016967773,-9.926733016967773,args:1,args[0],205,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、4、",0
1787448847083,361,0,-9.138350486755371,-9.138350486755371,args:1,args[0],206,"[11, 18, 2474, 40931, 9206, 19420, 50655, 50655, 16, 11, 17, 11, 18, 2474, 40931, 9206]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2,3で変わ",0
1787448847083,361,1,-9.80233383178711,-9.80233383178711,args:1,args[0],206,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3",0
1787448847083,361,2,-9.947226524353027,-9.947226524353027,args:1,args[0],206,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、4",0
1787448847106,362,0,-10.549703598022461,-10.549703598022461,args:1,args[0],207,"[18, 2474, 40931, 9206, 19420, 50655, 50655, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2,3で変わります",0
1787448847106,362,1,-10.68006706237793,-10.68006706237793,args:1,args[0],207,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、",0
1787448847106,362,2,-10.682516098022461,-10.682516098022461,args:1,args[0],207,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、4、",0
1787448847127,363,0,-10.570648193359375,-10.570648193359375,args:1,args[0],208,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、3",0
1787448847128,363,1,-10.700766563415527,-10.700766563415527,args:1,args[0],208,"[2474, 40931, 9206, 19420, 50655, 50655, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50755]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2,3で変わります",0
1787448847128,363,2,-10.74072551727295,-10.74072551727295,args:1,args[0],208,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、4",0
1787448847150,364,0,-11.28940486907959,-11.28940486907959,args:1,args[0],209,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、3、",0
1787448847150,364,1,-11.440726280212402,-11.440726280212402,args:1,args[0],209,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、4、",0
1787448847150,364,2,-11.46909236907959,-11.46909236907959,args:1,args[0],209,"[40931, 9206, 19420, 50655, 50655, 16, 11, 17, 11, 18, 2474, 40931, 9206, 19420, 50755, 50755]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,2,3で変わります1,2,3で変わります",0
1787448847173,365,0,-11.307684898376465,-11.307684898376465,args:1,args[0],210,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、3、3",0
1787448847173,365,1,-11.464143753051758,-11.464143753051758,args:1,args[0],210,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19, 1231, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、4、3",0
1787448847173,365,2,-11.485705375671387,-11.485705375671387,args:1,args[0],210,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、3、4",0
1787448847193,366,0,-12.039198875427246,-12.039198875427246,args:1,args[0],211,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、3、3、",0
1787448847193,366,1,-12.186808586120605,-12.186808586120605,args:1,args[0],211,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19, 1231, 18, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、4、3、",0
1787448847193,366,2,-12.193050384521484,-12.193050384521484,args:1,args[0],211,"[18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19, 1231]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、3、4、",0
1787448847215,367,0,-12.056748390197754,-12.056748390197754,args:1,args[0],212,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、3、3、3",0
1787448847215,367,1,-12.202335357666016,-12.202335357666016,args:1,args[0],212,"[1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 18, 1231, 19, 1231, 18, 1231, 19]","<|nospeech|> 傷病者 感染防御 胸骨圧迫傷病者発見 新南全4 感染防御 配慮します大丈夫ですか 大丈夫ですか 誰か来てくださいまた AEDお願いします パンター119番お願いしますおらずここに戻ってきてください逆呼吸ともに胸骨圧迫を開始しますAED持ってきましたあなたはAED使えますか 使えませんでは私の隣においてください胸骨圧迫は胸骨圧迫は私と変わってください1,2,3で変わります1,2,3<|startoftranscript|><|ja|><|startoflm|>1,3、3、3、3、3、3、3、3、3、4、3、4",0
